Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
Fear of Losing Jobs during COVID-19: Can Psychological Capital Alleviate Job Insecurity and Job Stress?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9220038/,"Bangxin Peng, Wisanupong Potipiroon",Behav Sci (Basel)2022 Jun;12(6): 168.Published online 2022 May 30.doi:10.3390/bs12060168,5/30/2022,2022,May,30
The Effect of Videoconferencing on Second-Language Learning: A Meta-Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9219809/,Li-Tang Yu,Behav Sci (Basel)2022 Jun;12(6): 169.Published online 2022 May 30.doi:10.3390/bs12060169,5/30/2022,2022,May,30
Unwinding on the Weekend from Work-Related Stress: Moderating Effect of Weekday Psychological Stress on the Relationship between Increased Recovery Experience and Reduction of Psychological Stress on the Weekend,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9219705/,"Satoshi Horiuchi, Suguru Iwano, Shuntaro Aoki, Yuji Sakano",Behav Sci (Basel)2022 Jun;12(6): 163.Published online 2022 May 25.doi:10.3390/bs12060163,5/25/2022,2022,May,25
Discovering Engagement Personas in a Digital Diabetes Prevention Program,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9220103/,"Jonathan H. Hori, Elizabeth X. Sia, Kimberly G. Lockwood, Lisa A. Auster-Gussman, Sharon Rapoport, OraLee H. Branch, Sarah A. Graham",Behav Sci (Basel)2022 Jun;12(6): 159.Published online 2022 May 24.doi:10.3390/bs12060159,5/24/2022,2022,May,24
Musical Enjoyment and Reward: From Hedonic Pleasure to Eudaimonic Listening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137732/,"Mark Reybrouck, Tuomas Eerola",Behav Sci (Basel)2022 May;12(5): 154.Published online 2022 May 19.doi:10.3390/bs12050154,5/19/2022,2022,May,19
The Communicative Effectiveness of Branding at Sports Press Conferences,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9138095/,"Galvão Meirinhos, Tiago Mendes, Reiville Rêgo, Márcio Oliveira, Margarida Rodrigues, Rui Silva",Behav Sci (Basel)2022 May;12(5): 151.Published online 2022 May 18.doi:10.3390/bs12050151,5/18/2022,2022,May,18
"Disasters, Diagnosis, and Distress: Multiple Perspectives, Populations, and Methodologies",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137573/,"Carol S. North, David E. Pollio, Elizabeth Whitney Pollio",Behav Sci (Basel)2022 May;12(5): 152.Published online 2022 May 18.doi:10.3390/bs12050152,5/18/2022,2022,May,18
Moral Observer-Licensing in Cyberspace,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9138128/,"Yawei Ran, Yubo Hou, Zhiwen Dong, Qi Wang",Behav Sci (Basel)2022 May;12(5): 148.Published online 2022 May 17.doi:10.3390/bs12050148,5/17/2022,2022,May,17
Aggression in Adolescents: The Role of Mother-Child Attachment and Self-Esteem,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137955/,"Alif Muarifah, Riana Mashar, Intan Hashimah Mohd Hashim, Nurul Hidayati Rofiah, Fitriana Oktaviani",Behav Sci (Basel)2022 May;12(5): 147.Published online 2022 May 17.doi:10.3390/bs12050147,5/17/2022,2022,May,17
Sensory Stimuli to Sustainable Social Wellbeing: A Multimodal Approach Based on Warm Scent,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137644/,"Sinae Lee, Dongwon Min",Behav Sci (Basel)2022 May;12(5): 146.Published online 2022 May 16.doi:10.3390/bs12050146,5/16/2022,2022,May,16
Conception Preferences during COVID-19 Pandemic Lockdowns,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137999/,"Soha Albeitawi, Zina Al-Alami, Khaldoun Khamaiseh, Lama Al Mehaisen, Almu’atasim Khamees, Jehan Hamadneh",Behav Sci (Basel)2022 May;12(5): 144.Published online 2022 May 13.doi:10.3390/bs12050144,5/13/2022,2022,May,13
From Regulating Emotions to Less Lonely Screen Time: Parents’ Qualitative Perspectives of the Benefits and Challenges of Adolescent Pet Companionship,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137762/,"Linda Charmaraman, Stephanie Cobas, Jules Weed, Quan Gu, Elizabeth Kiel, Holly Chin, Alyssa Gramajo, Megan K. Mueller",Behav Sci (Basel)2022 May;12(5): 143.Published online 2022 May 13.doi:10.3390/bs12050143,5/13/2022,2022,May,13
Citizens’ Perception of COVID-19 Passport Usefulness: A Cross Sectional Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137592/,"Jorge de Andrés-Sánchez, Mario Arias-Oliva, Jorge Pelegrin-Borondo",Behav Sci (Basel)2022 May;12(5): 140.Published online 2022 May 12.doi:10.3390/bs12050140,5/12/2022,2022,May,12
Anxiety and Depression in Belgium during the First 15 Months of the COVID-19 Pandemic: A Longitudinal Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137576/,"Helena Bruggeman, Pierre Smith, Finaba Berete, Stefaan Demarest, Lize Hermans, Elise Braekman, Rana Charafeddine, Sabine Drieskens, Karin De Ridder, Lydia Gisle",Behav Sci (Basel)2022 May;12(5): 141.Published online 2022 May 12.doi:10.3390/bs12050141,5/12/2022,2022,May,12
Changing Times: The Impact of Digitalization on the Behavior of Professionals and Their Perception towards Development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137673/,"Ariadna Badea, Nicolae Paun, Cristina Fleseriu, Dragos Paun",Behav Sci (Basel)2022 May;12(5): 139.Published online 2022 May 10.doi:10.3390/bs12050139,5/10/2022,2022,May,10
Visual Affective Stimulus Database: A Validated Set of Short Videos,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9138138/,"Qiuhong Li, Yiran Zhao, Bingyan Gong, Ruyue Li, Yinqiao Wang, Xinyuan Yan, Chao Wu",Behav Sci (Basel)2022 May;12(5): 137.Published online 2022 May 9.doi:10.3390/bs12050137,5/9/2022,2022,May,9
Does Value Lead to Loyalty? Exploring the Important Role of the Tourist–Destination Relationship,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9138082/,"Haihong Wang, Yufan Yang, Wenjun He",Behav Sci (Basel)2022 May;12(5): 136.Published online 2022 May 6.doi:10.3390/bs12050136,5/6/2022,2022,May,6
The Health of Healthcare Professionals in Italian Oncology: An Analysis of Narrations through the M.A.D.I.T. Methodology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137842/,"Gian Piero Turchi, Ilaria Salvalaggio, Claudio Croce, Marta Silvia Dalla Riva, Luisa Orrù, Antonio Iudici",Behav Sci (Basel)2022 May;12(5): 134.Published online 2022 May 5.doi:10.3390/bs12050134,5/5/2022,2022,May,5
A Systematic Review of the Sustainable Campus Concept,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9138111/,"Agus Sugiarto, Cheng-Wen Lee, Andrian Dolfriandra Huruta",Behav Sci (Basel)2022 May;12(5): 130.Published online 2022 Apr 29.doi:10.3390/bs12050130,4/29/2022,2022,Apr,29
"Differentiating Individuals with and without Alcohol Use Disorder Using Resting-State fMRI Functional Connectivity of Reward Network, Neuropsychological Performance, and Impulsivity Measures",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137599/,"Chella Kamarajan, Babak A. Ardekani, Ashwini K. Pandey, Sivan Kinreich, Gayathri Pandey, David B. Chorlian, Jacquelyn L. Meyers, Jian Zhang, Elaine Bermudez, Weipeng Kuang, Arthur T. Stimus, Bernice Porjesz",Behav Sci (Basel)2022 May;12(5): 128.Published online 2022 Apr 28.doi:10.3390/bs12050128,4/28/2022,2022,Apr,28
"“First Catch Your Hare”: Some Difficulties with, and Contextual Factors in, Understanding (In)Appropriate Workplace Relationships",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137988/,Steve Duck,Behav Sci (Basel)2022 May;12(5): 126.Published online 2022 Apr 27.doi:10.3390/bs12050126,4/27/2022,2022,Apr,27
Effect of Despotic Leadership on Employee Turnover Intention: Mediating Toxic Workplace Environment and Cognitive Distraction in Academic Institutions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137788/,"Javed Iqbal, Ali Asghar, Muhammad Zaheer Asghar",Behav Sci (Basel)2022 May;12(5): 125.Published online 2022 Apr 27.doi:10.3390/bs12050125,4/27/2022,2022,Apr,27
Continuance Intention to Use and Perceived Net Benefits as Perceived by Streaming Platform Users: An Application of the Updated IS Success Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9138005/,"Chan-Sheng Kuo, Chia-Chien Hsu",Behav Sci (Basel)2022 May;12(5): 124.Published online 2022 Apr 24.doi:10.3390/bs12050124,4/24/2022,2022,Apr,24
"Parental-Bonding and Alexithymia in Adolescents with Anorexia Nervosa, Their Parents, and Siblings",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137782/,"Stefania Mannarini, Johann Roland Kleinbub",Behav Sci (Basel)2022 May;12(5): 123.Published online 2022 Apr 24.doi:10.3390/bs12050123,4/24/2022,2022,Apr,24
A Bibliometric Analysis of Knowledge-Hiding Research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137709/,"Qing Xia, Shumin Yan, Heng Li, Kaifeng Duan, Yuliang Zhang",Behav Sci (Basel)2022 May;12(5): 122.Published online 2022 Apr 21.doi:10.3390/bs12050122,4/21/2022,2022,Apr,21
Psychometric Investigation of the Workplace Social Courage Scale (WSCS): New Evidence for Measurement Invariance and IRT Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137784/,"Paola Magnano, Palmira Faraci, Giuseppe Santisi, Andrea Zammitti, Rita Zarbo, Matt C. Howard",Behav Sci (Basel)2022 May;12(5): 119.Published online 2022 Apr 20.doi:10.3390/bs12050119,4/20/2022,2022,Apr,20
Moral Foundational Framing and Its Impact on Attitudes and Behaviours,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137563/,"Tamim Mobayed, Jet G. Sanders",Behav Sci (Basel)2022 May;12(5): 118.Published online 2022 Apr 20.doi:10.3390/bs12050118,4/20/2022,2022,Apr,20
Does Insomnia Increase the Risk of Suicide in Hospitalized Patients with Major Depressive Disorder? A Nationwide Inpatient Analysis from 2006 to 2015,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137701/,"Zeeshan Mansuri, Abhishek Reddy, Ramu Vadukapuram, Mounica Thootkur, Chintan Trivedi",Behav Sci (Basel)2022 May;12(5): 117.Published online 2022 Apr 19.doi:10.3390/bs12050117,4/19/2022,2022,Apr,19
How the External Visual Noise Affects Motion Direction Discrimination in Autism Spectrum Disorder,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031710/,"Nadejda Bocheva, Ivan Hristov, Simeon Stefanov, Tsvetalin Totev, Svetla Nikolaeva Staykova, Milena Slavcheva Mihaylova",Behav Sci (Basel)2022 Apr;12(4): 113.Published online 2022 Apr 18.doi:10.3390/bs12040113,4/18/2022,2022,Apr,18
Emotion Understanding in Bilingual Preschoolers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9029717/,"Daria Bukhalenkova, Aleksander Veraksa, Margarita Gavrilova, Natalia Kartushina",Behav Sci (Basel)2022 Apr;12(4): 115.Published online 2022 Apr 18.doi:10.3390/bs12040115,4/18/2022,2022,Apr,18
Antecedents for Older Adults’ Intention to Use Smart Health Wearable Devices-Technology Anxiety as a Moderator,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9028451/,"Mei-Yuan Jeng, Fan-Yun Pai, Tsu-Ming Yeh",Behav Sci (Basel)2022 Apr;12(4): 114.Published online 2022 Apr 18.doi:10.3390/bs12040114,4/18/2022,2022,Apr,18
Increasing Condom Use and STI Testing: Creating a Behaviourally Informed Sexual Healthcare Campaign Using the COM-B Model of Behaviour Change,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9029660/,"Sara Bru Garcia, Małgorzata Chałupnik, Katy Irving, Mark Haselgrove",Behav Sci (Basel)2022 Apr;12(4): 108.Published online 2022 Apr 15.doi:10.3390/bs12040108,4/15/2022,2022,Apr,15
Sequential Semiology of Seizures and Brain Perfusion Patterns in Patients with Drug-Resistant Focal Epilepsies: A Perspective from Neural Networks,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9025657/,"Jorge L. Arocha Pérez, Lilia M. Morales Chacón, Karla Batista García Ramo, Lídice Galán García",Behav Sci (Basel)2022 Apr;12(4): 107.Published online 2022 Apr 14.doi:10.3390/bs12040107,4/14/2022,2022,Apr,14
Behavioral Ethics Ecologies of Human-Artificial Intelligence Systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9029794/,Stephen Fox,Behav Sci (Basel)2022 Apr;12(4): 103.Published online 2022 Apr 11.doi:10.3390/bs12040103,4/11/2022,2022,Apr,11
Does the Type of Smartphone Usage Behavior Influence Problematic Smartphone Use and the Related Stress Perception?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9032299/,"Lea-Christin Wickord, Claudia Michaela Quaiser-Pohl",Behav Sci (Basel)2022 Apr;12(4): 99.Published online 2022 Apr 9.doi:10.3390/bs12040099,4/9/2022,2022,Apr,9
Critical Competences for the Management of Post-Operative Course in Patients with Digestive Tract Cancer: The Contribution of MADIT Methodology for a Nine-Month Longitudinal Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9029589/,"Eleonora Pinto, Alessandro Fabbian, Rita Alfieri, Anna Da Roit, Salvatore Marano, Genny Mattara, Pierluigi Pilati, Carlo Castoro, Marco Cavarzan, Marta Silvia Dalla Riva, Luisa Orrù, Gian Piero Turchi",Behav Sci (Basel)2022 Apr;12(4): 101.Published online 2022 Apr 9.doi:10.3390/bs12040101,4/9/2022,2022,Apr,9
Test Anxiety and Related Factors among Health Professions Students: A Saudi Arabian Perspective,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9028804/,"Abdulaziz Alamri, Muhammad Ashraf Nazir",Behav Sci (Basel)2022 Apr;12(4): 98.Published online 2022 Apr 8.doi:10.3390/bs12040098,4/8/2022,2022,Apr,8
Narcissistic Personality and Its Relationship with Post-Traumatic Symptoms and Emotional Factors: Results of a Mediational Analysis Aimed at Personalizing Mental Health Treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031722/,"Casandra I. Montoro, Pablo de la Coba, María Moreno-Padilla, Carmen M. Galvez-Sánchez",Behav Sci (Basel)2022 Apr;12(4): 91.Published online 2022 Mar 25.doi:10.3390/bs12040091,3/25/2022,2022,Mar,25
Personality as a Possible Intervention Target to Prevent Traumatic Events in Adolescence,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031006/,"Lucinda Grummitt, Emma Barrett, Erin V. Kelly, Lexine Stapinski, Nicola Newton",Behav Sci (Basel)2022 Apr;12(4): 90.Published online 2022 Mar 25.doi:10.3390/bs12040090,3/25/2022,2022,Mar,25
The Association of the Gut Microbiota with Clinical Features in Schizophrenia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9025473/,"Annamarie Nocera, Henry A. Nasrallah",Behav Sci (Basel)2022 Apr;12(4): 89.Published online 2022 Mar 25.doi:10.3390/bs12040089,3/25/2022,2022,Mar,25
‘You’re Not Alone for China’: The First Song in Times of COVID-19 to Keep the Faith in a World Crying in Silence,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9026831/,Lydia Giménez-Llort,Behav Sci (Basel)2022 Apr;12(4): 88.Published online 2022 Mar 24.doi:10.3390/bs12040088,3/24/2022,2022,Mar,24
From Childhood Residential Green space to Adult Mental Wellbeing: A Pathway Analysis among Chinese Adults,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945553/,"Hansen Li, Matthew H. E. M. Browning, Yang Cao, Guodong Zhang",Behav Sci (Basel)2022 Mar;12(3): 84.Published online 2022 Mar 17.doi:10.3390/bs12030084,3/17/2022,2022,Mar,17
Should Burnout Be Conceptualized as a Mental Disorder?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945132/,"Lindsey Nadon, Leon T. De Beer, Alexandre J. S. Morin",Behav Sci (Basel)2022 Mar;12(3): 82.Published online 2022 Mar 17.doi:10.3390/bs12030082,3/17/2022,2022,Mar,17
COVID-19-Related Knowledge and Anxiety Response among Physical Education Teachers during Practical In-Person Lessons: Effects of Potential Moderators,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8944953/,"John Elvis Hagan, Jr., Frank Quansah, Stephen Kofi Anin, Richmond Stephen Sorkpor, Richard Samuel Kwadwo Abieraba, James Boadu Frimpong, Medina Srem-Sai, Thomas Schack",Behav Sci (Basel)2022 Mar;12(3): 83.Published online 2022 Mar 17.doi:10.3390/bs12030083,3/17/2022,2022,Mar,17
Examining the Role of Traditional Masculinity and Depression in Men’s Risk for Contracting COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945728/,"Andreas Walther, Lukas Eggenberger, Jessica Grub, John S. Ogrodniczuk, Zac E. Seidler, Simon M. Rice, David Kealy, John L. Oliffe, Ulrike Ehlert",Behav Sci (Basel)2022 Mar;12(3): 80.Published online 2022 Mar 16.doi:10.3390/bs12030080,3/16/2022,2022,Mar,16
The Nexus between Study Burnout Profiles and Social Support —The Differences between Domestic (Finnish) and International Master’s Degree Students,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945570/,"Sara Rönkkönen, Markus T. Mattsson, Viivi Virtanen, Kirsi Pyhältö, Mikko Inkinen",Behav Sci (Basel)2022 Mar;12(3): 79.Published online 2022 Mar 15.doi:10.3390/bs12030079,3/15/2022,2022,Mar,15
"Randomized Trial on the Effects of a Mindfulness Intervention on Temperament, Anxiety, and Depression: A Multi-Arm Psychometric Study",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945710/,"Andrea Poli, Angelo Giovanni Icro Maremmani, Angelo Gemignani, Mario Miccoli",Behav Sci (Basel)2022 Mar;12(3): 74.Published online 2022 Mar 10.doi:10.3390/bs12030074,3/10/2022,2022,Mar,10
"Exploration of Changes in Low-Income Latino Families’ Beliefs about Obesity, Nutrition, and Physical Activity: A Qualitative Post-Intervention Study",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945531/,"Rochelle Cason-Wilkerson, Shauna Goldberg Scott, Karen Albright, Matthew Haemer",Behav Sci (Basel)2022 Mar;12(3): 73.Published online 2022 Mar 9.doi:10.3390/bs12030073,3/9/2022,2022,Mar,9
Biochanin A Improves Memory Decline and Brain Pathology in Cuprizone-Induced Mouse Model of Multiple Sclerosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945046/,"Rahaf Saeed Aldhahri, Badrah Saeed Alghamdi, Noor Ahmed Alzahrani, Khulud Abdullah Bahaidrah, Hadeil Muhanna Alsufiani, Rasha Abdulrashed Mansouri, Ghulam Md Ashraf",Behav Sci (Basel)2022 Mar;12(3): 70.Published online 2022 Mar 4.doi:10.3390/bs12030070,3/4/2022,2022,Mar,4
"Creativity, Boredom Proneness and Well-Being in the Pandemic",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945222/,"Nicholaus P. Brosowsky, Nathaniel Barr, Jhotisha Mugon, Abigail A. Scholer, Paul Seli, James Danckert",Behav Sci (Basel)2022 Mar;12(3): 68.Published online 2022 Mar 2.doi:10.3390/bs12030068,3/2/2022,2022,Mar,2
One Year after the Flood: Prevalence and Correlates of Post-Traumatic Stress Disorder among Residents in Fort McMurray,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8944971/,"Wanying Mao, Ejemai Eboreime, Reham Shalaby, Nnamdi Nkire, Belinda Agyapong, Hannah Pazderka, Gloria Obuobi-Donkor, Medard Adu, Ernest Owusu, Folajinmi Oluwasina, Yanbo Zhang, Vincent I. O. Agyapong",Behav Sci (Basel)2022 Mar;12(3): 69.Published online 2022 Mar 2.doi:10.3390/bs12030069,3/2/2022,2022,Mar,2
Differential Effects of Fundamental and Longitudinal Life History Trade-Offs on Delay Discounting: An Evolutionary Framework,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945661/,"Junsong Lu, Qi’an Lu, Lin Lu",Behav Sci (Basel)2022 Mar;12(3): 63.Published online 2022 Mar 1.doi:10.3390/bs12030063,3/1/2022,2022,Mar,1
The Role of Guilt and Empathy on Prosocial Behavior,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945273/,"Costanza Scaffidi Abbate, Raffaella Misuraca, Michele Roccella, Lucia Parisi, Luigi Vetri, Silvana Miceli",Behav Sci (Basel)2022 Mar;12(3): 64.Published online 2022 Mar 1.doi:10.3390/bs12030064,3/1/2022,2022,Mar,1
A Longitudinal Examination of Real-World Sedentary Behavior in Adults with Schizophrenia-Spectrum Disorders in a Clinical Trial of Combined Oxytocin and Cognitive Behavioral Social Skills Training,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945120/,"Julia Browne, Philip D. Harvey, Robert W. Buchanan, Deanna L. Kelly, Gregory P. Strauss, James M. Gold, Jason L. Holden, Eric Granholm",Behav Sci (Basel)2022 Mar;12(3): 60.Published online 2022 Feb 23.doi:10.3390/bs12030060,2/23/2022,2022,Feb,23
Job Satisfaction and Psychological Distress among Help-Seeking Men: Does Meaning in Life Play a Role?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945795/,"Aiden A. P. Simard, Zac E. Seidler, John L. Oliffe, Simon M. Rice, David Kealy, Andreas Walther, John S. Ogrodniczuk",Behav Sci (Basel)2022 Mar;12(3): 58.Published online 2022 Feb 22.doi:10.3390/bs12030058,2/22/2022,2022,Feb,22
